name,address,city,postal,phone,website,email
Brentwood Montessori Child Care Ltd.,101-1950 Bellwood Ave,Burnaby,V5B 4Z3,604-294-2671,,
Bramblewood Montessori Child Care Center Ltd.,201 2255 Wilson Ave,Port Coquitlam,V3C 1Z4,604-942-5432,,
Lions Park Montessori,50 2789 Shaughnessy St,Port Coquitlam,V3C 3H1,604-306-0760,,
Lucky Clover Daycare Centre,17579 59 Ave,Surrey,V3S 1P3,604-372-3768,,
Happy Kids World Childcare Inc,2611A St Johns St,Port Moody,V3H 2B5,604-900-2412,,
Golden Apple Daycare,2181 Sperling Ave,Burnaby,V5B 4K6,604-781-1516,,
Growing Minds Child Care Centre,7456 19 Ave,Burnaby,V3N 1E4,604-442-4917,,
Peek-A-Boo Childcare Inc.,5439 Nancy Greene Way,North Vancouver,V7R 4N2,604-984-6018,,
Parkview Academy Of Early Learning Inc.,20955 Old Yale Rd,Langley,V3A 7P8,778-689-6721,,
St. John's Child Care Centre,1480 George St,White Rock,V4B 4A3,778-997-8614,,
Wings Of Life Fine Arts Child Care,2630 Langdon St,Abbotsford,V2T 3L2,604-302-2666,,
Rising Sun Montessori Daycare,4306 Victoria Dr,Vancouver,V5N 4N5,604-568-6889,,
Glenbrooke Daycare (Afterschool),701 6Th St,New Westminster,V3L 3C6,604-522-0666,,
Mission Montessori Academy,33070 5Th Ave,Mission,V2V 1V5,604-287-0120,,
Country Bumkins Children's Centre - Richard Bulpitt,20965 77A St,Langley,V2Y 2E6,604-856-0979,,
Fraser Montessori Daycare Inc,1917 Marine Way,New Westminster,V3M 3E4,604-553-0781,,
Reach For The Stars Montessori Iii,3085 Main St,Vancouver,V5T 3G6,604-688-7827,,
Sexsmith Community Preschool,7410 Columbia St,Vancouver,V5X 3C1,604-324-6355,,
Creative Kids Learning Centers - Morgan Crossing,101-15850 24 Ave,Surrey,V3S 0G1,604-560-5002,,
Brave Spaces Early Learning Commons,22756 48 Ave,Langley,V2Z 2T6,604-514-1000,,
Rocky Point Montessori,2709 Clarke St,Port Moody,V3H 1Z5,604-619-5308,,
Smilestones Junior Kindergarten South Surrey,3590 King George Blvd,Surrey,V4P 1B5,604-298-9006,,
St. Andrew Kim Early Childhood Education Centre (>30Mos),10218 161 St,Surrey,V4N 2J8,778-989-6780,,
Bridges Childcare And Learning Center - Rosewood,5896 189 St,Surrey,V3S 7T2,778-384-9353,,
Boundary Park Preschool,12332 Boundary Dr N,Surrey,V3X 1Z6,604-598-7967,,
Cambridge Learning Centres @ Mj Norris Elementry,12928 66A St,Surrey,V3W 8Z7,604-897-8553,,
Acorn To Oaks Academy Group 2,9120 Granville Ave,Richmond,V6Y 1P8,604-284-5499,,
Choo Choo Train Montessori Learning Centre,9555 Geal Rd,Richmond,V7E 1R4,604-727-0289,,
The Biggest Little Learning Center #2,14885 60Th Ave,Surrey,V3S 1R8,604-583-0635,,
Cefa Crestwood Junior Kindergarten,120-13700 International Pl,Richmond,V6V 2X8,604-273-0118,,
Best Friends Children's Centre Inc,201 19141 Ford Rd,Pitt Meadows,V3Y 2P8,604-767-0858,,
Stars Of Tomorrow Early Learning,12191 1 Ave,Richmond,V7E 3M3,604-370-1221,,
Imagination Station Childcare Centre-Albion,24133 102 Ave,Maple Ridge,V2W 2C6,604-476-7529,,
Early Learning Childcare Centre,101 3200 Westwood St,Port Coquitlam,V3C 6C7,604-475-4800,,
Little Koala Montessori Surrey,14947 108 Ave,Surrey,V3R 1W3,604-951-4008,,
G.A.D. Childcare Centre & Preschool,13479 77 Ave,Surrey,V3W 6Y1,604-595-0888,,
St. Matthew's Preschool & Out Of School Care,16065 88 Ave,Surrey,V4N 1G3,604-683-0281,,
Grow And Learn Preschool And Childcare Center Ltd,13838 91 Ave,Surrey,V3V 7K4,604-445-3276,,
Cefa - Junior Kindergarten (Surrey Guildford),101-10172 152A St,Surrey,V3R 1J7,604-589-2332,,
Cefa Crestwood Junior Kindergarten,120 13700 International Place,Richmond,V6V 2X8,604-273-0118,,
Children's Choice Day Care Ltd,1-12044 88 Ave,Surrey,V3W 3J2,604-715-0782,,
Cefa Early Learning - Willowbrook,20510 Langley Bypass,Langley,V3A 6K8,604-727-8842,,
Smilestones Junior Kindergarten - Langley,150-8661 201 St,Langley,V2Y 0G9,604-888-8085,,
Cypress Park Kids Club,4355 Marine Dr,West Vancouver,V7V 1P2,604-202-1918,,
You Care We Care Daycare Inc.,32965 Lougheed Hwy,Mission,V2V 1B4,604-820-4946,,
Beginners Kollege Child Care Centre Ltd,7-12350 Harris Rd,Pitt Meadows,V3Y 0C5,604-457-2555,,
Able Child Academy Early Learning Ltd,2200 Austin Ave,Coquitlam,V3K 3S1,778-877-6831,,
Smile N Learn Childcare,15699 81 Ave,Surrey,V4N 0X6,778-919-6153,,
Kids And Company North Vancouver (30 Months To School Age),1035 Marine Dr,North Vancouver,V7P 3C4,416-938-8024,,
Kids And Company - Vancouver West (Gdc<3),910 W 6 Ave,Vancouver,V5Z 1B2,416-938-8024,,
Kids And Company - Vancouver West (Gdc 3-5),910 W 6 Ave,Vancouver,V5Z 1B2,416-938-8024,,
Kids And Company - Vancouver West (School Age),910 W 6Th Ave,Vancouver,V5Z 1B2,416-938-8024,,
Renaissance Kids School Age Program # 1,1-12491 No. 2 Rd,Richmond,V7E 3M3,604-241-0141,,
Wundoroo Academy Inc. Surrey,114-7500 120 St,Surrey,V3W 3N1,778-886-0393,,
Surrey Christian School Early Learning Centre - Fleetwood,8888 162 St,Surrey,V4N 3G1,604-581-7073,,
Precious Steps Academy,8391 Osgoode Dr,Richmond,V7A 4M3,604-447-3901,,
Gilpin Neighbourhood Care,5433 Ivar Pl,Burnaby,V5G 2C6,604-298-5355,,
Cefa Meadowtown,115-19800 Lougheed Hwy,Pitt Meadows,V3Y 2W1,778-835-0083,,
Coast Meridian Montessori Pre-School Ltd,1730 Coquitlam Ave,Port Coquitlam,V3B 1H7,604-649-0543,,
Creative Edge School Of Arts Ltd.,300-3033 Immel St,Abbotsford,V2S 6S2,604-855-3343,,
Creative Clubhouse Childcare Inc,12642 100 Ave,Surrey,V3V 2X7,778-938-4889,,
Brightstart Children's Academy Ltd,2830 Bainbridge Ave,Burnaby,V5A 3W7,778-883-0529,,
Petits Genies,1600 Delta Ave,Burnaby,V5B 3G2,604-788-0901,,
Maple Meadows Out Of School Care,22-22621 Lougheed Hwy,Maple Ridge,V2X 2V4,778-241-7678,,
Golden Apple Bilingual Daycare Ltd.,12440 Woodhead Rd,Richmond,V6V 1G3,778-863-5122,,
Busy Crocodile French Immersion Children Centre Inc.,2511 St Johns St,Port Moody,V3H 2B3,604-349-9041,,
Amazing Tots Childcare Center,2888 Walton Ave,Coquitlam,V3B 2W2,778-227-5747,,
Little Leaders Childcare Centre Inc.,4-33575 Mayfair Ave,Abbotsford,V2S 1P6,604-217-1404,,
Surrey City Childcare Ltd.,12250 100Th Ave,Surrey,V3V 2X1,778-386-3501,,
Renaissance Kids School Age Program #2,1-12491 No. 2 Rd,Richmond,V7E 2G3,604-241-0141,,
Les Petits Artistes Montessori Centre,3146 Ash St,Vancouver,V5Z 3C9,604-569-0555,,
Kids By Design Preschool Inc.,11756 232Nd St,Maple Ridge,V2X 6S7,604-466-8856,,
Love 2 Learn Childcare Services Inc,12047 Harris Rd,Pitt Meadows,V3Y 2B5,604-942-9262,,
Sunshine Children's Centre - Campus Ii,11916 222 St,Maple Ridge,V2X 5V6,604-580-2060,,
Chinook - ubc Child Care Services,5488 Ortona Rd,Vancouver,V6T 1S2,604-837-9232,,
Little House Child Care,3849 Parker St,Burnaby,V5C 3B5,778-319-5951,,
Stella Childcare Centre,563 23Rd St W,North Vancouver,V7M 2C1,604-986-0126,,
Cefa Panorama South,5446 152 St,Surrey,V3S 5J9,778-241-7917,,
Windy Willows Environmental Centre Inc,19089 Advent Rd,Pitt Meadows,V3Y 2C5,604-457-0133,,
Little Lamb's Daycare Inc.,1711 Dorset Ave,Port Coquitlam,V3B 2A3,604-945-2688,,
Caterpillar Fun House #5,8226 146 St,Surrey,V3S 3A5,604-589-0009,,
Kids Zone Child Care Centre Ltd,12405 100 Ave,Surrey,V3V 2X2,604-580-6151,,
Sunshine Preschool,980 13Th St E,North Vancouver,V7L 2N2,604-987-8229,,
Happyland Early Learning Centre,201-20165 91A Ave,Langley,V1M 3A2,604-882-1611,,
Archer Daycare,310 Archer St,New Westminster,V3L 4E2,604-525-6186,,
Laugh And Learn Children Centre,101-335 Carnarvon St,New Westminster,V3L 1B9,604-526-1414,,
Magic Bean Daycare,4891 Hermitage Dr,Richmond,V7E 4P3,778-789-5215,,
Hastings Community Out Of School Care,3096 Hastings St E,Vancouver,V5K 2A3,604-718-6232,,
Bumble Bear Daycare,2305 7Th Ave W,Vancouver,V6K 1Y4,604-875-9111,,
Olive Branch Childcare,1525 Taylor Way,West Vancouver,V7S 1N5,604-281-1871,,
Terra Nova Nature Preschool,2680 River Rd,Richmond,V7C 1A1,604-238-8497,,
Golden Apple Daycare,1315 Jordan St,Coquitlam,V3B 6X5,604-475-3868,,
South Central Montessori Child Care Ltd.,6020 Steveston Highway,Richmond,V7E 2K8,778-889-0188,,
Tiny Wings Montessori - Crescent Park,13195 24Th Ave,Surrey,V4A 2G2,604-531-8576,,
Monkey Ville Childcare,8365 150A St,Surrey,V3S 8H9,604-723-9590,,
Kiddie Club Childcare Center,6686 Stanley St,Burnaby,V5E 1T8,778-861-1313,,
Heritage Mountain Daycare,145 Ravine Dr,Port Moody,V3H 4W3,604-619-5308,,
Cefa - Fleetwood,1-16050 Fraser Hwy,Surrey,V4N 0G3,604-593-2650,,
Kids Korner,85 Merivale St,New Westminster,V3L 0G2,604-540-1688,,
Abc Childcare Centre,32340 Mouat Dr,Abbotsford,V2T 4J1,604-300-1179,,
Bear Creek Cubs Childcare,8383 140 St,Surrey,V3W 5K9,604-306-4073,,
Kit's Kids Club,2305 7Th Ave W,Vancouver,V6K 1Y4,604-875-9111,,
5 Star Learning Centre,7096 201 St,Langley,V2Y 3G7,604-812-4838,,
Apple Tree Maple Child Care Centre,9211 Romaniuk Dr,Richmond,V7E 5G6,604-716-8383,,
Urban Kids Montessori - Clayton,201-19188 72 Ave,Surrey,V4N 1M9,604-372-2111,,
Sullivan's Kiddie Caboose Childcare Inc. - 62 Ave,101/102 14187 62Nd Ave,Surrey,V3X 0B1,604-833-0747,,
Mustard Seed Children's Centre - Gcc 30 Months To School Age,3360 Sexsmith Rd,Richmond,V6X 2H8,604-285-5266,,
Mustard Seed Children's Centre,3360 Sexsmith Rd,Richmond,V6X 2H8,604-285-5266,,
Little Maples After School Care,7671 Alouette Dr,Richmond,V7A 4P2,604-512-1611,,
Little Maples Preschool,7671 Alouette Dr,Richmond,V7A 4P2,604-512-1611,,
Rise N Shine Childcare Center Inc. #3,17460 61A Ave,Surrey,V3S 5K2,604-779-1940,,
Cedar Mill Childcare,890 29Th St E,North Vancouver,V7K 1B8,604-982-0439,,
Early Beginnings Multi-Age Child Care,2643 mcgill St,Vancouver,V5K 1H2,604-255-2579,,
Cambridge Learning Centre Inc,17285 61A Ave,Surrey,V3S 1W3,604-655-5005,,
South Central Montessori Child Care Ltd - Infant/Toddler,110-6020 Steveston Hwy,Richmond,V7E 2K8,778-889-0188,,
School Of Early Learning,103 3200 Westwood St,Port Coquitlam,V3C 6C7,604-475-4800,,
Royal Blue Heron Montessori Academy,10111 Fourth Ave,Richmond,V7E 1V5,604-232-9001,,
Canyon Springs Daycare,1277 Johnson St,Coquitlam,V3B 4T3,604-945-0566,,
Griffin's Gateway,495 Glencoe Dr,Port Moody,V3H 1G6,604-813-5792,,
Amazement Park Children's Center - Before-After School Care,1107 Sprice Ave,Coquitlam,V3J 2P3,604-789-9366,,
Ecel (Langley),20279 56 Ave,Langley,V3A 3Y6,604-510-8486,,
Sidekicks Childcare Centre,1550 Booth Ave,Coquitlam,V3K 1B9,604-553-6007,,
Write Choice Early Learning Centre,2027-1163 Pinetree Way,Coquitlam,V3B 8A9,604-475-3181,,
Sunny Town Learn And Play Childcare Centre,693 53 St,Delta,V4M 3B6,778-999-1015,,
Global West Montessori,101-3600 Townline Rd,Abbotsford,V2T 5W8,604-763-4439,,
La Calypso,1555 7Th Ave W,Vancouver,V6J 1S1,604-924-2457,,
Unity Christian Child Care Centre,50950 Hack-Brown Rd,Chilliwack,V4Z 1K9,604-794-7797,,
Little Wonders Montessori Childcare & Preschool Ltd.,115 36363 Auguston Pky S,Abbotsford,V3G 2Y7,604-853-9998,,
Play-N-Grow Childcare Centre Inc. #3,9479 140 St,Surrey,V3V 5Z5,604-782-3546,,
Mommy's Daycare,26994 26 Ave,Aldergrove,V4W 4A4,604-857-9640,,
Ewen Childcare Centre,527 Ewen Ave,New Westminster,V3M 5B7,604-916-3178,,
Connections Kids Club - Blundell,6480 Blundell Rd,Richmond,V7C 1H8,604-271-7600,,
Neville Childcare,5769 Neville St,Burnaby,V5J 2J3,604-417-2489,,
Acorn To Oaks Academy,9080 Granville Ave,Richmond,V6Y 1P8,604-284-5499,,
Aurostar Montessori Children Centre,1693 142 St,Surrey,V4A 6K6,604-998-7821,,
White Rock Christian Academy Junior Kindergarten,2267 152 St,Surrey,V4A 4P1,604-531-9186,,
Trinity's Little Children Centre,7100 Granville Ave,Richmond,V6Y 1N8,778-297-8522,,
Smilestones Junior Kindergarten North Surrey,9115 160Th St.,Surrey,V4N 2X7,604-657-4255,,
Kinvig Out Of School Care,13266 70B Ave,Surrey,V3W 8N1,778-386-3501,,
Connections Kids Club - Cook,8600 Cook Rd,Richmond,V6Y 1V7,604-271-7600,,
Meta Montessori House,3405 Worthington Dr,Vancouver,V5M 3Y1,604-620-6347,,
Stardom Childcare,11435 Bonson Rd,Pitt Meadows,V3Y 2S3,604-459-7827,,
Reach For The Stars Montessori Learning Academy,2343 Arbutus St,Vancouver,V6J 0H2,604-688-7827,,
Creative Kids Learning Centers - Newton,1010-7445 132 St,Surrey,V3W 1J8,604-560-5002,,
Piggy Ooo's Daycare Centre,5700 Langley Bypass,Langley,V3A 8L7,604-562-8985,,
Appu Child Care Centre,614 48Th Ave E,Vancouver,V5W 2E6,604-322-7433,,
Tots Of Fun School Age Care,1739 148 St,Surrey,V4A 4M6,778-288-9885,,
Westwood Montessori (Burke Mountain),1401 Kingston St,Coquitlam,V3E 0K5,604-765-0966,,
Imagination Station Childcare Centre-Kanaka,23980 Kanaka Way,Maple Ridge,V2W 0H7,604-614-6856,,
Nsnh - Mountainside,3365 Mahon Ave,North Vancouver,V7N 3T7,604-987-8138,,
Ladybird Montessori Learning Academy,2-1180 Pinetree Way,Coquitlam,V3B 7L2,778-285-1737,,
Amazement Park Children's Center Ltd,1050 Cottonwood Ave,Coquitlam,V3J 2T3,604-789-9366,,
"Ivy League Preschool, The",7031 143 St,Surrey,V3W 0P4,604-726-1071,,
Rainbow Angels Montessori Childcare Centre,2/F 8531 Alexandra Rd,Richmond,V6X 1C3,604-365-8128,,
Ccaa Child Care Centre,5069 Inman Ave,Burnaby,V5G 2Y7,778-322-0288,,
'Ccaa' Infant And Toddler Child Care Centre,3978 Brandon St,Burnaby,V5G 2P5,778-322-0288,,
Momiji Japanese School,4010 Victoria Dr,Vancouver,V5N 4N2,604-290-5208,,
Dreamkids Childcare Ltd (Poco Location),B110 - 1475 Prairie Ave,Coquitlam,V3B 1T3,604-809-1823,,
Pebble Lane Early Learning,16017 8 Ave,Surrey,V4A 1A1,778-291-3376,,
Cambridge Learning Centre,1650 136Th St,Surrey,V4A 4L4,604-729-0543,,
Brookswood Kids Place Inc.,20390 40Th Ave,Langley,V3A 2X1,604-530-3391,,
Central City Junior Kindergarten,101-14333 104 Ave,Surrey,V3T 0E1,604-771-6825,,
Caring Hearts Child Care,100 - 1278 Confederation Dr,Port Coquitlam,V3C 2W2,604-464-3399,,
Learning Zone Childcare,8855 156 St,Surrey,V3R 4K9,778-927-5437,,
Cambridge Learning Centre @ Hyland Elementary,6677 140 St,Surrey,V3W 5J3,604-897-8553,,
Excel Martial Arts Chilliwack,7174 Vedder Rd,Chilliwack,V2R 4E3,604-846-1888,,
Katzie Early Years Centre,19700B Salish Rd,Pitt Meadows,V3Y 2G1,604-458-0046,,
Bluejay Montessori & Piano Childcare,6619 Azure Rd,Richmond,V7C 2S4,604-306-6173,,
Little Dreamers Childcare Ltd,31150 Blueridge Dr,Abbotsford,V2T 5R2,604-614-5308,,
Ema - Kids Club (Mission),6995 Bridge St,Mission,V2V 2X5,604-820-3011,,
Canyon Springs Montessori Academy,18477 Old Dewdney Trunk Rd,Pitt Meadows,V3Y 2R9,778-320-6862,,
Laura Lee's Little Learning Center,6652 195 St,Surrey,V4N 0C3,604-533-9177,,
Sun Fun Child Care Center,2648 Sandstone Cres,Coquitlam,V3E 2T8,604-945-8901,,
Fraser Montessori Daycare,835 Surrey St,New Westminster,V3L 4W3,604-553-0781,,
Grow And Learn Childcare Center - Jt Brown,12530 60 Ave,Surrey,V3X 2K8,604-445-3276,,
Happy Hearts Childcare Centre,22336 Dewdney Trunk Rd,Maple Ridge,V2X 3J2,604-479-2273,,
Sandcastle Park Children's Centre,3-3060 Chatham St,Richmond,V7E 6L9,604-274-8380,,
Mia Montessori Academy,100-6160 London Rd,Richmond,V7E 4J2,236-885-1885,,
Mission Montessori Outdoor Education Program,37151 Hawkins Pickle Rd,Mission,V0M 1H0,604-768-5065,,
Nature's Garden Childcare Centre,2801 Hoskins Rd,North Vancouver,V7J 3A8,604-356-0329,,
Bear's House Child Care,4609 Rumble St,Burnaby,V5J 2A8,604-721-7488,,
The Babies Castle Daycare Ltd.,570 29Th St W,North Vancouver,V7N 2K2,604-307-0076,,
Little Valley Learning Centre And Daycare,14750 108 Ave,Surrey,V3R 1V8,778-395-0123,,
Young Columbus Infant/Toddler Center,11160 Seafield Crescent,Richmond,V7A 3H8,604-370-4989,,
C.J.'S School Age Fun Daycare,7429 Imperial St,Burnaby,V5E 1P1,604-525-6497,,
Mybaby Daycare,517 13Th St E,North Vancouver,V7L 2M3,778-877-1801,,
Nature And Nurture Academy,17672 57 Ave,Surrey,V3S 1H2,778-571-8801,,
Rothewood Academey South Surrey,400-15355 24 Ave,Surrey,V4A 2H9,236-868-9956,,
Junior Scholars - Surrey South,5728 142 St,Surrey,V3X 0H4,604-767-0858,,
Ema - Kids Club (Coquitlam),1046F Austin Ave,Coquitlam,V3K 3P3,604-231-3311,,
Woodward Out Of School Care,10300 Seacote Rd,Richmond,V7A 4B2,604-726-8003,,
Little Einstein Children's Centre,5014 Smith Ave,Burnaby,V5G 2W5,604-377-1956,,
Learn N' Play Early Learning Centre Inc.,335 Columbia St E,New Westminster,V3L 3W8,604-553-0461,,
Golden Sunshine Daycare Centre,402 First St,New Westminster,V3L 2G7,778-223-6676,,
Little Koala Montessi Academy - Abbotsford,2335 mccallum Rd,Abbotsford,V2S 3N7,778-856-1281,,
Little Monsters Academy - Fraser Sunset,5888 Fraser St,Vancouver,V5W 2Z5,778-522-9406,,
Sunset Out Of School Care,6810 Main St,Vancouver,V6X 0A1,604-718-6512,,
Dreamland Infant And Toddler Daycare Center,5365 Venables St,Burnaby,V5B 1X9,604-298-7772,,
Westgate Montessori School Inc.,3489 31St Ave W,Vancouver,V6S 1X6,604-221-9300,,
Little Meadows Academy,11887 Bonson Rd,Pitt Meadows,V3Y 1K5,604-465-9822,,
Jericho Kids' Club 2 General Gordon,2268 Bayswater St,Vancouver,V6K 4P5,604-736-4080,,
Peregrine House School,20381 66 Ave,Langley,V2Y 1P3,778-378-0551,,
Special Times After School Care,1251 Lillooet Rd,North Vancouver,V7J 3H7,604-812-4449,,
Tiny Toes Learning Centre,19076 88 Ave,Surrey,V4N 5T2,604-765-0355,,
Absorbent Minds Montessori School,101-5961 168 St,Surrey,V3S 3X5,604-372-4600,,
Superlearners Childcareland,14042 Grosvenor Rd,Surrey,V3R 9Y3,778-895-7317,,
Little Berries Childcare Centre,18931 70A Ave,Surrey,V4N 5M5,604-889-9398,,
Country Bumkins Children's Centre - Willoughby,20766 80 Ave,Langley,V2Y 1X6,604-881-9052,,
Vancouver Talmud Torah Early Childhood Program,998 26Th Ave W,Vancouver,V5Z 2G1,604-736-7307,,
Carr Group Childcare (School Age Care),4070 Oak St,Vancouver,V6H 2M8,604-257-8134,,
La Vie Est Belle Childcare Centre,1103 Confederation Dr,Port Coquitlam,V3C 5Y6,778-996-0686,,
Precious Early Years Childcare Inc.,818 Twentieth St,New Westminster,V3M 4W8,604-525-8186,,
Precious Early Years Childcare Centre,826 Twentieth St,New Westminster,V3M 4W8,604-525-8186,,
Precious School Years Childcare,1210 Kingston St,New Westminster,V3M 2N1,778-999-8637,,
Sunflower Before And After School Care,2260 Philip Ave,North Vancouver,V7P 2W8,604-985-9622,,
Xtreme Performing Arts Academy,11-34100 South Fraser Way,Abbotsford,V2S 2C6,604-615-4116,,
Creative Kids Learning Centers - Langley Meadows,101-19916 64 Ave,Langley,V2Y 1A2,604-560-5002,,
Little Wonders Montessori Childcare & Preschool Ltd.,33911 Hazelwood Ave,Abbotsford,V2S 7V2,604-621-5116,,
Buckingham Tots Child Care Center,7461 Stanley St,Burnaby,V5E 3Z6,604-337-0064,,
Nurturing Hearts Montessori Daycare - James Hill,22144 Old Yale Rd,Langley,V2Z 1B5,778-366-1885,,
Sunset School Age Care @ Sexsmith,7410 Columbia St,Vancouver,V5X 3C1,604-718-6512,,
Parkside Childcare Centre,210 Parkside Dr,Port Moody,V3H 4Z6,604-936-9197,,
Conscious Kids Care,202-20395 Lougheed Hwy,Maple Ridge,V2X 2P9,604-783-3066,,
Little Scholars Learning Academy,104-17720 57 Ave,Surrey,V3S 1H2,604-372-4430,,
Jessie's Tots Educare Centre,4836 Brentlawn Dr,Burnaby,V5C 3V5,778-928-9995,,
Precious Steps Academy - Seabay,11411 Seabay Rd,Richmond,V7A 3H5,604-447-3901,,
Seafair Montessori Academy,160-3920 Francis Rd,Richmond,V7C 1J7,778-927-7210,,
Kids Zone Child Care Centre #2 Ltd,9444 120 St,Surrey,V3V 4B9,778-317-1789,,
Rothewood Academy Richmond,140-7931 Alderbridge Way,Richmond,V6X 2A4,604-279-1818,,
Rothewood Academy Richmond,100-7931 Alderbridge Way,Richmond,V6X 2A4,604-279-1818,,
La Garderie,Rm 160 B - 1166 W 14Th,Vancouver,V6H 1P6,604-736-3238,,
Kinvig Early Learning Centre,14247 70A Ave,Surrey,V3W 2J9,778-386-3501,,
Lily Of The Valley Montessori Center,20645 120B Cres,Maple Ridge,V2X 9T3,778-938-9046,,
Dandelion Daycare Centre,5870 Rumble St,Burnaby,V5J 2C4,604-566-2666,,
Little Dreamers Preschool Ltd.,33165 King Rd,Abbotsford,V2S 7Z9,604-614-5308,,
My Daycare Centre,12972 58B Ave,Surrey,V3X 0C2,604-780-7200,,
Mosaic Montessori Preschool,2268 Bayswater St,Vancouver,V6K 4P5,604-734-1619,,
Precious Early Years Childcare,1209 Hamilton St,New Westminster,V3M 2N1,778-999-8637,,
Happy Hearts Childcare Centre,22330 Dewdney Trunk Rd,Maple Ridge,V2X 3J2,604-479-2273,,
